"消防緊急救護急救處置","總次數","呼吸道處置","口咽呼吸道","鼻咽呼吸道","抽吸","鼻管","面罩","非再呼吸型面罩","BVM","SGA","氣管內管","霧化吸入型面罩","哈姆立克法","其他","創傷處置","頸圈","清洗傷口","包紮止血","長背板固定","鏟式擔架固定","KED固定","骨折固定","夾板固定","抽吸式護木","其他","心肺復甦術","自動心肺復甦機","CPR","使用AED/不建議電擊","使用AED/電擊","藥物處置","靜脈輸液","口服葡萄糖","建議給藥","其他處置","保暖"
"103年 9月/ 臺北市","29,045","1,964","21","11","34","294","564","280","262","160","17","-","2","319","7,126","436","2,950","2,925","518","-","9","-","288","-","-","553","-","242","240","71","370","172","103","95","19,032","1,169"
"103年 9月/ 桃園市","19,104","1,763","66","22","12","283","1,008","98","133","139","2","-","-","-","6,333","276","2,763","2,725","333","1","27","-","208","-","-","273","-","145","109","19","166","80","82","4","10,569","3,079"
"103年 9月/ 臺中市","28,089","1,714","24","9","10","299","854","149","209","159","-","-","1","-","8,655","285","3,929","3,563","579","62","10","-","227","-","-","351","-","179","160","12","40","1","37","2","17,329","6,209"
"103年 9月/ 臺南市","16,075","1,441","15","6","17","357","614","132","176","121","-","-","-","3","6,120","458","2,602","2,402","459","-","17","-","182","-","-","304","-","149","133","22","52","31","18","3","8,158","2,783"
"103年 9月/ 高雄市","25,531","1,741","17","10","26","517","501","250","237","174","3","-","3","3","8,834","510","3,872","3,511","596","1","20","-","324","-","-","383","-","195","160","28","174","100","59","15","14,399","1,993"
"103年 9月/ 宜蘭縣","5,335","333","8","-","3","72","192","13","27","18","-","-","-","-","1,514","63","694","590","106","-","4","-","57","-","-","49","-","26","20","3","3","1","2","-","3,436","426"
"103年 9月/ 新竹縣","3,565","329","6","2","2","69","168","31","28","20","-","-","3","-","1,308","67","567","528","124","-","13","-","9","-","-","54","-","28","20","6","28","12","15","1","1,846","600"
"103年 9月/ 苗栗縣","5,230","615","6","-","3","168","325","15","55","42","-","-","1","-","1,558","123","606","573","171","-","3","-","82","-","-","98","-","49","43","6","29","4","22","3","2,930","1,434"
"103年 9月/ 彰化縣","15,540","886","25","4","12","157","439","12","135","102","-","-","-","-","4,315","220","1,818","1,791","348","-","8","-","130","-","-","242","-","118","117","7","18","1","15","2","10,079","2,600"
"103年 9月/ 南投縣","6,012","443","9","4","9","97","243","24","32","24","-","-","-","1","1,389","101","560","532","125","1","7","-","63","-","-","65","-","33","32","-","7","6","1","-","4,108","856"
"103年 9月/ 雲林縣","7,985","528","14","1","11","112","277","12","52","36","-","-","-","13","2,201","402","794","747","183","1","7","-","67","-","-","94","-","47","44","3","18","8","7","3","5,144","1,269"
"103年 9月/ 嘉義縣","6,050","416","15","-","3","83","216","24","45","30","-","-","-","-","1,395","67","600","564","102","1","5","-","56","-","-","89","-","47","37","5","21","3","16","2","4,129","1,462"
"103年 9月/ 屏東縣","10,006","675","37","5","10","186","305","33","70","29","-","-","-","-","2,660","219","1,044","974","268","3","26","-","126","-","-","143","-","74","62","7","11","4","5","2","6,517","1,642"
"103年 9月/ 臺東縣","3,012","289","3","4","6","57","124","30","39","18","8","-","-","-","868","60","333","325","106","-","3","-","41","-","-","62","-","31","31","-","46","36","8","2","1,747","338"
"103年 9月/ 花蓮縣","5,003","332","10","-","7","53","132","68","41","20","-","-","-","1","1,355","155","525","465","139","2","14","-","55","-","-","77","-","39","32","6","2","1","1","-","3,237","437"
"103年 9月/ 澎湖縣","1,294","82","2","-","-","21","46","7","6","-","-","-","-","-","279","17","120","113","17","-","1","-","11","-","-","13","-","7","5","1","-","-","-","-","920","225"
"103年 9月/ 基隆市","3,488","248","30","-","-","51","123","8","36","-","-","-","-","-","880","19","402","388","39","1","-","-","31","-","-","63","-","32","30","1","1","-","1","-","2,296","242"
"103年 9月/ 新竹市","3,859","244","4","1","9","42","100","40","30","16","-","-","2","-","1,078","63","559","340","98","-","2","-","16","-","-","50","-","25","22","3","23","3","20","-","2,464","31"
"103年 9月/ 嘉義市","3,697","159","14","2","3","28","79","6","24","2","-","-","1","-","852","34","406","350","39","-","-","-","23","-","-","37","-","19","15","3","2","-","1","1","2,647","775"
"103年 9月/ 金門縣","841","94","2","-","-","19","31","4","9","7","-","-","-","22","190","9","77","69","28","-","2","-","5","-","-","18","-","9","7","2","-","-","-","-","539","52"
"103年 9月/ 連江縣","38","2","-","-","-","-","2","-","-","-","-","-","-","-","11","1","2","4","3","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","25","6"
"103年 9月/ 基隆港","53","8","-","-","-","1","5","-","2","-","-","-","-","-","14","2","5","5","2","-","-","-","-","-","-","4","-","2","2","-","-","-","-","-","27","10"
"103年 9月/ 臺中港","40","2","-","-","-","-","2","-","-","-","-","-","-","-","12","-","6","6","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","26","8"
"103年 9月/ 高雄港","78","4","-","-","-","-","2","2","-","-","-","-","-","-","29","6","9","9","2","-","-","-","3","-","-","-","-","-","-","-","-","-","-","-","45","11"
"103年 9月/ 花蓮港","20","3","-","-","-","1","2","-","-","-","-","-","-","-","8","2","2","2","1","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","9","3"
"103年 10月/ 區域別總計","248,792","16,732","346","158","174","3,450","7,217","1,582","2,058","1,276","60","-","25","386","71,799","4,670","30,721","27,852","5,325","63","231","-","2,937","-","-","3,433","-","1,688","1,481","264","2,189","1,098","519","571","154,639","33,655"
"103年 10月/ 新北市","40,832","2,222","41","50","20","398","861","322","353","150","21","-","6","-","9,977","696","4,568","3,621","533","-","27","-","532","-","-","366","-","184","128","54","1,127","623","117","387","27,140","2,948"
"103年 10月/ 臺北市","30,517","2,043","25","15","39","269","572","306","292","161","19","-","3","342","7,500","476","3,053","3,030","599","-","12","-","330","-","-","637","-","279","276","82","361","154","86","121","19,976","1,576"
"103年 10月/ 桃園市","19,628","1,874","76","27","14","330","1,024","119","147","127","9","-","1","-","6,092","282","2,645","2,604","329","-","14","-","218","-","-","260","-","141","102","17","154","77","68","9","11,248","3,606"
"103年 10月/ 臺中市","29,771","1,769","28","11","12","257","874","139","253","194","-","-","1","-","9,224","305","4,161","3,771","617","54","17","-","299","-","-","415","-","204","198","13","37","3","30","4","18,326","6,693"
"103年 10月/ 臺南市","16,950","1,521","12","11","9","431","621","189","133","97","-","-","3","15","6,509","520","2,749","2,502","481","-","18","-","239","-","-","230","-","107","107","16","66","39","16","11","8,624","3,042"
"103年 10月/ 高雄市","26,388","1,641","15","11","15","482","507","234","215","158","2","-","2","-","9,329","579","4,032","3,607","663","2","39","-","407","-","-","345","-","174","149","22","181","101","61","19","14,892","2,143"
"103年 10月/ 宜蘭縣","5,568","317","8","-","1","62","171","13","35","27","-","-","-","-","1,629","85","723","625","121","-","3","-","72","-","-","64","-","33","22","9","4","3","1","-","3,554","523"
"103年 10月/ 新竹縣","4,069","335","6","4","-","67","158","26","39","33","1","-","1","-","1,552","75","664","613","168","-","20","-","12","-","-","75","-","38","36","1","31","8","18","5","2,076","702"
"103年 10月/ 苗栗縣","5,253","585","5","3","-","161","320","23","46","27","-","-","-","-","1,567","141","602","566","167","-","3","-","88","-","-","78","-","39","36","3","22","2","17","3","3,001","1,471"
"103年 10月/ 彰化縣","16,129","829","7","1","9","189","419","15","108","79","-","-","2","-","4,428","226","1,880","1,865","317","-","10","-","130","-","-","188","-","97","84","7","35","10","23","2","10,649","2,853"
"103年 10月/ 南投縣","6,276","448","6","6","9","91","235","24","47","29","-","-","-","1","1,412","85","583","538","147","-","3","-","56","-","-","86","-","44","38","4","10","8","1","1","4,320","953"
"103年 10月/ 雲林縣","8,397","564","14","1","6","106","290","15","69","54","-","-","1","8","2,399","465","824","750","239","-","16","-","105","-","-","121","-","61","56","4","20","9","10","1","5,293","1,432"
"103年 10月/ 嘉義縣","6,095","405","8","4","5","122","198","15","31","22","-","-","-","-","1,552","77","655","623","120","1","6","-","70","-","-","65","-","34","29","2","20","4","16","-","4,053","1,481"
"103年 10月/ 屏東縣","10,929","736","24","6","17","200","343","28","77","41","-","-","-","-","2,888","238","1,148","1,069","285","3","20","-","125","-","-","138","-","71","64","3","23","5","15","3","7,144","1,758"
"103年 10月/ 臺東縣","3,498","329","1","2","7","62","147","28","47","24","8","-","1","2","1,023","60","383","375","141","-","4","-","60","-","-","79","-","38","33","8","56","45","10","1","2,011","399"
"103年 10月/ 花蓮縣","4,835","368","15","1","6","71","144","50","53","26","-","-","1","1","1,232","153","466","413","137","1","10","-","52","-","-","90","-","47","37","6","6","4","2","-","3,139","450"
"103年 10月/ 澎湖縣","1,074","49","3","1","2","11","27","1","4","-","-","-","-","-","244","23","96","90","22","1","1","-","11","-","-","15","-","9","5","1","2","-","2","-","764","185"
"103年 10月/ 基隆市","3,555","229","32","1","-","49","97","8","40","-","-","-","2","-","837","28","371","354","43","-","3","-","38","-","-","70","-","35","31","4","3","1","-","2","2,416","388"
"103年 10月/ 新竹市","4,061","237","3","1","2","45","115","18","33","20","-","-","-","-","1,096","46","559","360","98","-","1","-","32","-","-","64","-","31","28","5","25","1","22","2","2,639","80"
"103年 10月/ 嘉義市","3,827","139","17","2","-","30","53","4","29","3","-","-","1","-","993","42","449","406","54","1","1","-","40","-","-","36","-","16","17","3","3","-","3","-","2,656","858"
"103年 10月/ 金門縣","883","79","-","-","1","15","30","5","7","4","-","-","-","17","219","54","82","46","27","-","1","-","9","-","-","11","-","6","5","-","2","-","1","-","572","70"
"103年 10月/ 連江縣","33","-","-","-","-","-","-","-","-","-","-","-","-","-","6","-","2","1","1","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","27","8"
"103年 10月/ 基隆港","48","3","-","-","-","1","2","-","-","-","-","-","-","-","22","3","6","7","4","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","23","9"
"103年 10月/ 臺中港","68","4","-","-","-","-","4","-","-","-","-","-","-","-","22","2","7","6","3","-","1","-","3","-","-","-","-","-","-","-","-","-","-","-","42","12"
"103年 10月/ 高雄港","108","6","-","-","-","1","5","-","-","-","-","-","-","-","47","9","13","10","9","-","1","-","5","-","-","-","-","-","-","-","1","1","-","-","54","15"
"103年 10月/ 花蓮港","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"103年 11月/ 區域別總計","241,631","16,001","306","135","167","3,063","6,997","1,514","2,011","1,349","61","-","20","377","67,371","4,495","28,748","25,899","5,149","86","196","-","2,798","-","-","3,501","-","1,714","1,521","266","2,056","995","510","551","152,702","34,675"
"103年 11月/ 新北市","39,745","2,107","34","39","12","384","778","306","351","178","24","-","1","-","9,280","628","4,256","3,314","511","-","27","-","544","-","-","453","-","229","182","42","1,033","574","115","344","26,872","3,135"
"103年 11月/ 臺北市","29,153","1,867","32","9","31","238","543","260","248","154","21","-","1","330","6,719","431","2,745","2,700","523","-","6","-","314","-","-","566","-","242","235","89","397","152","102","143","19,604","1,700"
"103年 11月/ 桃園市","19,289","1,807","58","20","13","250","1,035","93","166","161","6","-","2","3","5,844","278","2,519","2,471","339","-","16","-","221","-","-","313","-","165","136","12","149","73","71","5","11,176","3,692"
"103年 11月/ 臺中市","28,333","1,613","22","6","11","232","809","136","229","167","-","-","1","-","8,548","315","3,817","3,452","609","75","10","-","270","-","-","358","-","176","159","23","38","1","31","6","17,776","6,576"
"103年 11月/ 臺南市","17,000","1,411","7","11","11","342","607","191","140","87","-","-","-","15","6,547","529","2,750","2,501","516","-","19","-","232","-","-","242","-","114","115","13","63","37","14","12","8,737","3,329"
"103年 11月/ 高雄市","26,579","1,677","12","11","15","470","498","240","231","193","6","-","1","-","8,869","528","3,884","3,452","585","-","38","-","382","-","-","399","-","198","179","22","157","86","52","19","15,477","2,293"
"103年 11月/ 宜蘭縣","5,733","362","12","3","7","58","158","20","62","42","-","-","-","-","1,555","88","688","575","131","-","14","-","59","-","-","102","-","51","48","3","7","2","1","4","3,707","656"
"103年 11月/ 新竹縣","4,002","337","4","1","1","71","156","30","39","31","-","-","3","1","1,474","109","611","551","172","-","7","-","24","-","-","77","-","40","34","3","34","13","17","4","2,080","771"
"103年 11月/ 苗栗縣","4,932","554","6","3","6","120","328","13","46","31","-","-","1","-","1,507","142","575","537","174","-","2","-","77","-","-","77","-","39","28","10","15","2","12","1","2,779","1,355"
"103年 11月/ 彰化縣","15,509","815","17","7","10","170","419","9","106","76","-","-","1","-","4,049","190","1,728","1,711","296","-","3","-","121","-","-","192","-","94","93","5","19","3","16","-","10,434","2,904"
"103年 11月/ 南投縣","5,961","466","8","1","15","88","266","16","42","29","-","-","-","1","1,330","86","548","494","134","2","4","-","62","-","-","74","-","37","33","4","4","-","3","1","4,087","771"
"103年 11月/ 雲林縣","8,764","554","10","6","5","89","286","27","58","55","-","-","3","15","2,451","461","859","803","237","-","10","-","81","-","-","124","-","62","54","8","7","2","4","1","5,628","1,594"
"103年 11月/ 嘉義縣","6,119","424","7","2","7","103","209","17","44","34","-","-","1","-","1,440","79","612","566","119","2","8","-","54","-","-","84","-","45","34","5","24","-","22","2","4,147","1,515"
"103年 11月/ 屏東縣","10,672","656","30","7","11","180","286","22","76","42","-","-","1","1","2,861","276","1,118","1,031","289","6","13","-","128","-","-","132","-","66","58","8","19","3","12","4","7,004","1,899"
"103年 11月/ 臺東縣","2,927","269","-","1","2","45","123","24","41","28","4","-","-","-","790","41","284","278","127","-","7","-","53","-","-","77","-","37","33","7","37","33","3","1","1,754","376"
"103年 11月/ 花蓮縣","4,469","331","6","2","3","64","139","62","38","16","-","-","1","-","1,063","137","406","358","119","1","4","-","38","-","-","61","-","31","26","4","11","9","1","1","3,003","471"
"103年 11月/ 澎湖縣","846","53","-","1","1","17","27","3","4","-","-","-","-","-","174","19","69","62","15","-","1","-","8","-","-","9","-","6","2","1","2","-","2","-","608","161"
"103年 11月/ 基隆市","3,215","221","29","2","-","39","109","4","37","-","-","-","1","-","707","38","291","277","57","-","2","-","42","-","-","64","-","32","32","-","6","1","4","1","2,217","407"
"103年 11月/ 新竹市","3,582","210","2","2","3","38","85","30","30","18","-","-","2","-","1,002","50","493","333","91","-","-","-","35","-","-","51","-","25","22","4","26","4","21","1","2,293","90"
"103年 11月/ 嘉義市","3,619","175","9","1","1","36","104","4","16","4","-","-","-","-","835","40","377","330","47","-","3","-","38","-","-","34","-","17","14","3","8","-","7","1","2,567","831"
"103年 11月/ 金門縣","865","73","-","-","-","24","26","5","4","3","-","-","-","11","208","16","78","69","34","-","1","-","10","-","-","9","-","5","4","-","-","-","-","-","575","93"
